MLM_envGWAS_N,MLM_envGWAS_NHx,FarmCPU_envGWAS_N,FarmCPU_envGWAS_NHx,Fst_N_maize,Fst_NHx_maize,MLM_envGWAS_N_sorghum,MLM_envGWAS_NHx_sorghum,FarmCPU_envGWAS_N_sorghum,FarmCPU_envGWAS_NHx_sorghum,Fst_N_Sorghum,Fst_NHx_sorghum,Fst_IndianChief,Fst_Jarvis,TajimaD_Jarvis,TajimaD_IndianChief
,,,Zm00001eb066930,,,,,,,,,,,,
,,,Zm00001eb066940,,,,,,,,,,,,
,,,Zm00001eb066950,,,,,,,,,,,,
,,,Zm00001eb066960,,,,,,,,,,,,
,,,Zm00001eb066970,,,,,,,,,,,,
,,,Zm00001eb260170,,,,,,,,,,,,
,,,Zm00001eb260180,,,,,,,,,,,,
,,,Zm00001eb260190,,,,,,,,,,,,
,,,Zm00001eb260200,,,,,,,,,,,,
,,,Zm00001eb402360,,,,,,,,,,,,
,,,Zm00001eb402370,,,,,,,,,,,,
,,,Zm00001eb402380,,,,,,,,,,,,
,,,Zm00001eb207080,,,,,,,,,,,,
,,,Zm00001eb207090,,,,,,,,,,,,
,,,Zm00001eb207100,,,,,,,,,,,,
,,,Zm00001eb207110,,,,,,,,,,,,
,,,Zm00001eb207120,,,,,,,,,,,,
,,,Zm00001eb207130,,,,,,,,,,,,
,,,Zm00001eb268490,,,,,,,,,,,,
,,,Zm00001eb268500,,,,,,,,,,,,
,,,Zm00001eb268510,,,,,,,,,,,,
,,,Zm00001eb268520,,,,,,,,,,,,
,,,Zm00001eb268530,,,,,,,,,,,,
,,,Zm00001eb379990,,,,,,,,,,,,
,,,Zm00001eb077330,,,,,,,,,,,,
,,,Zm00001eb077340,,,,,,,,,,,,
,,,Zm00001eb077350,,,,,,,,,,,,
,,,Zm00001eb077360,,,,,,,,,,,,
,,,Zm00001eb077370,,,,,,,,,,,,
,,,Zm00001eb067590,,,,,,,,,,,,
,,,Zm00001eb067600,,,,,,,,,,,,
,,,Zm00001eb067610,,,,,,,,,,,,
,,,Zm00001eb067620,,,,,,,,,,,,
,,,Zm00001eb332460,,,,,,,,,,,,
,,,Zm00001eb332470,,,,,,,,,,,,
,,,Zm00001eb110850,,,,,,,,,,,,
,,,Zm00001eb110860,,,,,,,,,,,,
,,,Zm00001eb110870,,,,,,,,,,,,
,,,Zm00001eb110880,,,,,,,,,,,,
,,,Zm00001eb110890,,,,,,,,,,,,
,,,Zm00001eb110900,,,,,,,,,,,,
,,,Zm00001eb319540,,,,,,,,,,,,
,,,Zm00001eb319550,,,,,,,,,,,,
,,,Zm00001eb319560,,,,,,,,,,,,
,,,Zm00001eb319570,,,,,,,,,,,,
,,,Zm00001eb250850,,,,,,,,,,,,
,,,Zm00001eb184930,,,,,,,,,,,,
,,,Zm00001eb184940,,,,,,,,,,,,
,,,Zm00001eb184950,,,,,,,,,,,,
,,,Zm00001eb369440,,,,,,,,,,,,
,,,Zm00001eb369450,,,,,,,,,,,,
,,,Zm00001eb369460,,,,,,,,,,,,
,,,Zm00001eb369470,,,,,,,,,,,,
,,,Zm00001eb369480,,,,,,,,,,,,
,,,Zm00001eb398090,,,,,,,,,,,,
,,,Zm00001eb398100,,,,,,,,,,,,
,,,Zm00001eb398110,,,,,,,,,,,,
,,,Zm00001eb398120,,,,,,,,,,,,
,,,Zm00001eb143870,,,,,,,,,,,,
,,,Zm00001eb143880,,,,,,,,,,,,
,,,Zm00001eb143890,,,,,,,,,,,,
,,,Zm00001eb296050,,,,,,,,,,,,
,,,Zm00001eb296060,,,,,,,,,,,,
,,,Zm00001eb296070,,,,,,,,,,,,
,,,Zm00001eb296080,,,,,,,,,,,,
,,,Zm00001eb296090,,,,,,,,,,,,
,,,Zm00001eb034180,,,,,,,,,,,,
,,,Zm00001eb034190,,,,,,,,,,,,
,,,Zm00001eb034200,,,,,,,,,,,,
,,,Zm00001eb035760,,,,,,,,,,,,
,,,Zm00001eb294260,,,,,,,,,,,,
,,,Zm00001eb294270,,,,,,,,,,,,
,,,Zm00001eb294280,,,,,,,,,,,,
,,,Zm00001eb294290,,,,,,,,,,,,
,,,Zm00001eb294300,,,,,,,,,,,,
,,,Zm00001eb294310,,,,,,,,,,,,
,,,Zm00001eb294320,,,,,,,,,,,,
,,,Zm00001eb418860,,,,,,,,,,,,
,,,Zm00001eb418870,,,,,,,,,,,,
,,,Zm00001eb234920,,,,,,,,,,,,
,,,Zm00001eb234930,,,,,,,,,,,,
,,,Zm00001eb234940,,,,,,,,,,,,
,,,Zm00001eb234950,,,,,,,,,,,,
,,,Zm00001eb369980,,,,,,,,,,,,
,,,Zm00001eb369990,,,,,,,,,,,,
,,,Zm00001eb370000,,,,,,,,,,,,
,,,Zm00001eb370010,,,,,,,,,,,,
,,,Zm00001eb120750,,,,,,,,,,,,
,,,Zm00001eb120760,,,,,,,,,,,,
,,,Zm00001eb120780,,,,,,,,,,,,
,,,Zm00001eb153340,,,,,,,,,,,,
,,,Zm00001eb153350,,,,,,,,,,,,
,,,Zm00001eb153360,,,,,,,,,,,,
,,,Zm00001eb153370,,,,,,,,,,,,
,,,Zm00001eb089740,,,,,,,,,,,,
,,,Zm00001eb260040,,,,,,,,,,,,
,,,Zm00001eb260050,,,,,,,,,,,,
,,,Zm00001eb260060,,,,,,,,,,,,
,,,Zm00001eb260070,,,,,,,,,,,,
,,,Zm00001eb260080,,,,,,,,,,,,
,,,Zm00001eb260090,,,,,,,,,,,,
,,,Zm00001eb260100,,,,,,,,,,,,
,,,Zm00001eb001340,,,,,,,,,,,,
,,,Zm00001eb001350,,,,,,,,,,,,
,,,Zm00001eb001360,,,,,,,,,,,,
,,,Zm00001eb001370,,,,,,,,,,,,
,,,Zm00001eb001400,,,,,,,,,,,,
,,,Zm00001eb001410,,,,,,,,,,,,
,,,Zm00001eb219570,,,,,,,,,,,,
,,,Zm00001eb219580,,,,,,,,,,,,
,,,Zm00001eb219590,,,,,,,,,,,,
,,,Zm00001eb219600,,,,,,,,,,,,
,,,Zm00001eb219610,,,,,,,,,,,,
,,,Zm00001eb277980,,,,,,,,,,,,
,,,Zm00001eb277990,,,,,,,,,,,,
,,,Zm00001eb278000,,,,,,,,,,,,
,,,Zm00001eb278010,,,,,,,,,,,,
,,,Zm00001eb298790,,,,,,,,,,,,
,,,Zm00001eb298800,,,,,,,,,,,,
,,,Zm00001eb113070,,,,,,,,,,,,
,,,Zm00001eb113080,,,,,,,,,,,,
,,,Zm00001eb113090,,,,,,,,,,,,
,,,Zm00001eb055730,,,,,,,,,,,,
,,,Zm00001eb055750,,,,,,,,,,,,
,,,Zm00001eb055770,,,,,,,,,,,,
,,,Zm00001eb028300,,,,,,,,,,,,
,,,Zm00001eb249350,,,,,,,,,,,,
,,,Zm00001eb249360,,,,,,,,,,,,
,,,Zm00001eb249370,,,,,,,,,,,,
,,,Zm00001eb289200,,,,,,,,,,,,
,,,Zm00001eb289210,,,,,,,,,,,,
,,,Zm00001eb289220,,,,,,,,,,,,
,,,Zm00001eb289230,,,,,,,,,,,,
,,,Zm00001eb073140,,,,,,,,,,,,
,,,Zm00001eb073150,,,,,,,,,,,,
,,,Zm00001eb073170,,,,,,,,,,,,
,,,Zm00001eb430440,,,,,,,,,,,,
,,,Zm00001eb067470,,,,,,,,,,,,
,,,Zm00001eb067480,,,,,,,,,,,,
,,,Zm00001eb067490,,,,,,,,,,,,
,,,Zm00001eb125140,,,,,,,,,,,,
,,,Zm00001eb125150,,,,,,,,,,,,
,,,Zm00001eb037740,,,,,,,,,,,,
,,,Zm00001eb291360,,,,,,,,,,,,
,,,Zm00001eb291370,,,,,,,,,,,,
,,,Zm00001eb291380,,,,,,,,,,,,
,,,Zm00001eb291400,,,,,,,,,,,,
,,,Zm00001eb291410,,,,,,,,,,,,
,,,Zm00001eb291420,,,,,,,,,,,,
,,,Zm00001eb291430,,,,,,,,,,,,
,,,Zm00001eb291450,,,,,,,,,,,,
,,,Zm00001eb291460,,,,,,,,,,,,
,,,Zm00001eb291470,,,,,,,,,,,,
,,,Zm00001eb119310,,,,,,,,,,,,
,,,Zm00001eb119320,,,,,,,,,,,,
,,,Zm00001eb119330,,,,,,,,,,,,
,,,Zm00001eb119340,,,,,,,,,,,,
,,,Zm00001eb119350,,,,,,,,,,,,
,,,Zm00001eb119360,,,,,,,,,,,,
,,,Zm00001eb119370,,,,,,,,,,,,
,,,Zm00001eb119380,,,,,,,,,,,,
,,,Zm00001eb119390,,,,,,,,,,,,
,,,Zm00001eb119400,,,,,,,,,,,,
,,,Zm00001eb119410,,,,,,,,,,,,
,,,Zm00001eb119420,,,,,,,,,,,,
,,,Zm00001eb119430,,,,,,,,,,,,
,,,Zm00001eb227930,,,,,,,,,,,,
,,,Zm00001eb227940,,,,,,,,,,,,
,,,Zm00001eb227950,,,,,,,,,,,,
,,,Zm00001eb227960,,,,,,,,,,,,
,,,Zm00001eb037000,,,,,,,,,,,,
,,,Zm00001eb037010,,,,,,,,,,,,
,,,Zm00001eb037020,,,,,,,,,,,,
,,,Zm00001eb037030,,,,,,,,,,,,
,,,Zm00001eb071500,,,,,,,,,,,,
,,,Zm00001eb071510,,,,,,,,,,,,
,,,Zm00001eb071530,,,,,,,,,,,,
,,,Zm00001eb071540,,,,,,,,,,,,
,,,Zm00001eb144630,,,,,,,,,,,,
,,,Zm00001eb144640,,,,,,,,,,,,
,,,Zm00001eb144650,,,,,,,,,,,,
,,,Zm00001eb144660,,,,,,,,,,,,
,,,Zm00001eb296950,,,,,,,,,,,,
,,,Zm00001eb296960,,,,,,,,,,,,
,,,Zm00001eb274280,,,,,,,,,,,,
,,,Zm00001eb274290,,,,,,,,,,,,
,,,Zm00001eb274300,,,,,,,,,,,,
,,,Zm00001eb255830,,,,,,,,,,,,
,,,Zm00001eb255840,,,,,,,,,,,,
,,,Zm00001eb255850,,,,,,,,,,,,
,,,Zm00001eb255860,,,,,,,,,,,,
,,,Zm00001eb255870,,,,,,,,,,,,
,,,Zm00001eb255880,,,,,,,,,,,,
,,,Zm00001eb352120,,,,,,,,,,,,
,,,Zm00001eb352130,,,,,,,,,,,,
,,,Zm00001eb352140,,,,,,,,,,,,
,,,Zm00001eb352150,,,,,,,,,,,,
,,,Zm00001eb250410,,,,,,,,,,,,
,,,Zm00001eb250420,,,,,,,,,,,,
,,,Zm00001eb258900,,,,,,,,,,,,
,,,Zm00001eb258920,,,,,,,,,,,,
,,,Zm00001eb258930,,,,,,,,,,,,
,,,Zm00001eb258940,,,,,,,,,,,,
,,,Zm00001eb258950,,,,,,,,,,,,
,,,Zm00001eb258960,,,,,,,,,,,,
,,,Zm00001eb258970,,,,,,,,,,,,
,,,Zm00001eb258980,,,,,,,,,,,,
,,,Zm00001eb258990,,,,,,,,,,,,
,,,Zm00001eb259000,,,,,,,,,,,,
,,,Zm00001eb259010,,,,,,,,,,,,
,,,Zm00001eb248450,,,,,,,,,,,,
,,,Zm00001eb248460,,,,,,,,,,,,
,,,Zm00001eb192190,,,,,,,,,,,,
,,,Zm00001eb192200,,,,,,,,,,,,
,,,Zm00001eb192220,,,,,,,,,,,,
,,,Zm00001eb192230,,,,,,,,,,,,
,,,Zm00001eb192250,,,,,,,,,,,,
,,,Zm00001eb178910,,,,,,,,,,,,
,,,Zm00001eb410960,,,,,,,,,,,,
,,,Zm00001eb410970,,,,,,,,,,,,
,,,Zm00001eb245960,,,,,,,,,,,,
,,,Zm00001eb245970,,,,,,,,,,,,
,,,Zm00001eb120150,,,,,,,,,,,,
,,,Zm00001eb120180,,,,,,,,,,,,
,,,Zm00001eb120190,,,,,,,,,,,,
,,,Zm00001eb120200,,,,,,,,,,,,
,,,Zm00001eb151890,,,,,,,,,,,,
,,,Zm00001eb151900,,,,,,,,,,,,
,,,Zm00001eb310380,,,,,,,,,,,,
,,,Zm00001eb037610,,,,,,,,,,,,
,,,Zm00001eb037620,,,,,,,,,,,,
,,,Zm00001eb277200,,,,,,,,,,,,
,,,Zm00001eb277190,,,,,,,,,,,,
,,,Zm00001eb277210,,,,,,,,,,,,
,,,Zm00001eb277230,,,,,,,,,,,,
,,,Zm00001eb277240,,,,,,,,,,,,
,,,Zm00001eb365510,,,,,,,,,,,,
,,,Zm00001eb426260,,,,,,,,,,,,
,,,Zm00001eb426270,,,,,,,,,,,,
,,,Zm00001eb426280,,,,,,,,,,,,
,,,Zm00001eb022810,,,,,,,,,,,,
,,,Zm00001eb290210,,,,,,,,,,,,
,,,Zm00001eb290220,,,,,,,,,,,,
,,,Zm00001eb290230,,,,,,,,,,,,
,,,Zm00001eb290240,,,,,,,,,,,,
,,,Zm00001eb270990,,,,,,,,,,,,
,,,Zm00001eb271010,,,,,,,,,,,,
,,,Zm00001eb351610,,,,,,,,,,,,
,,,Zm00001eb351620,,,,,,,,,,,,
,,,Zm00001eb351630,,,,,,,,,,,,
,,,Zm00001eb351640,,,,,,,,,,,,
,,,Zm00001eb351650,,,,,,,,,,,,
,,,Zm00001eb289920,,,,,,,,,,,,
,,,Zm00001eb158160,,,,,,,,,,,,
,,,Zm00001eb158170,,,,,,,,,,,,
,,,Zm00001eb158180,,,,,,,,,,,,
,,,Zm00001eb158190,,,,,,,,,,,,
,,,Zm00001eb158200,,,,,,,,,,,,
,,,Zm00001eb078350,,,,,,,,,,,,
,,,Zm00001eb078360,,,,,,,,,,,,
,,,Zm00001eb078370,,,,,,,,,,,,
,,,Zm00001eb078380,,,,,,,,,,,,
,,,Zm00001eb231060,,,,,,,,,,,,
,,,Zm00001eb231070,,,,,,,,,,,,
,,,Zm00001eb353200,,,,,,,,,,,,
,,,Zm00001eb353210,,,,,,,,,,,,
,,,Zm00001eb353220,,,,,,,,,,,,
,,,Zm00001eb010910,,,,,,,,,,,,
,,,Zm00001eb010940,,,,,,,,,,,,
,,,Zm00001eb010950,,,,,,,,,,,,
,,,Zm00001eb016970,,,,,,,,,,,,
,,,Zm00001eb323050,,,,,,,,,,,,
,,,Zm00001eb323060,,,,,,,,,,,,
,,,Zm00001eb323070,,,,,,,,,,,,
,,,Zm00001eb323090,,,,,,,,,,,,
,,,Zm00001eb417870,,,,,,,,,,,,
,,,Zm00001eb417880,,,,,,,,,,,,
,,,Zm00001eb142430,,,,,,,,,,,,
,,,Zm00001eb142440,,,,,,,,,,,,
,,,Zm00001eb328500,,,,,,,,,,,,
,,,Zm00001eb328510,,,,,,,,,,,,
,,,Zm00001eb328520,,,,,,,,,,,,
,,,Zm00001eb328530,,,,,,,,,,,,
,,,Zm00001eb328540,,,,,,,,,,,,
,,,Zm00001eb328550,,,,,,,,,,,,
,,,Zm00001eb068420,,,,,,,,,,,,
,,,Zm00001eb068430,,,,,,,,,,,,
,,,Zm00001eb068440,,,,,,,,,,,,
,,,Zm00001eb068460,,,,,,,,,,,,
,,,Zm00001eb431760,,,,,,,,,,,,
,,,Zm00001eb431770,,,,,,,,,,,,
,,,Zm00001eb264580,,,,,,,,,,,,
,,,Zm00001eb264590,,,,,,,,,,,,
,,,Zm00001eb264600,,,,,,,,,,,,
,,,Zm00001eb031120,,,,,,,,,,,,
,,,Zm00001eb031130,,,,,,,,,,,,
,,,Zm00001eb279580,,,,,,,,,,,,
,,,Zm00001eb297710,,,,,,,,,,,,
,,,Zm00001eb297720,,,,,,,,,,,,
,,,Zm00001eb297730,,,,,,,,,,,,
,,,Zm00001eb297740,,,,,,,,,,,,
,,,Zm00001eb297750,,,,,,,,,,,,
,,,Zm00001eb204970,,,,,,,,,,,,
,,,Zm00001eb204980,,,,,,,,,,,,
,,,Zm00001eb204990,,,,,,,,,,,,
,,,Zm00001eb011680,,,,,,,,,,,,
,,,Zm00001eb011700,,,,,,,,,,,,
,,,Zm00001eb011720,,,,,,,,,,,,
,,,Zm00001eb011730,,,,,,,,,,,,
,,,Zm00001eb357910,,,,,,,,,,,,
,,,Zm00001eb357920,,,,,,,,,,,,
,,,Zm00001eb227790,,,,,,,,,,,,
,,,Zm00001eb414760,,,,,,,,,,,,
,,,Zm00001eb414770,,,,,,,,,,,,
,,,Zm00001eb414780,,,,,,,,,,,,
,,,Zm00001eb414790,,,,,,,,,,,,
,,,Zm00001eb233490,,,,,,,,,,,,
,,,Zm00001eb233500,,,,,,,,,,,,
,,,Zm00001eb233510,,,,,,,,,,,,
,,,Zm00001eb181850,,,,,,,,,,,,
,,,Zm00001eb181860,,,,,,,,,,,,
,,,Zm00001eb351850,,,,,,,,,,,,
,,,Zm00001eb351860,,,,,,,,,,,,
,,,Zm00001eb351870,,,,,,,,,,,,
,,,Zm00001eb188830,,,,,,,,,,,,
,,,Zm00001eb188840,,,,,,,,,,,,
,,,Zm00001eb188850,,,,,,,,,,,,
,,,Zm00001eb188860,,,,,,,,,,,,
,,,Zm00001eb188870,,,,,,,,,,,,
,,,Zm00001eb188880,,,,,,,,,,,,
,,,Zm00001eb078280,,,,,,,,,,,,
,,,Zm00001eb078290,,,,,,,,,,,,
,,,Zm00001eb078300,,,,,,,,,,,,
,,,Zm00001eb078320,,,,,,,,,,,,
,,,Zm00001eb280640,,,,,,,,,,,,
,,,Zm00001eb280650,,,,,,,,,,,,
,,,Zm00001eb103900,,,,,,,,,,,,
,,,Zm00001eb103910,,,,,,,,,,,,
,,,Zm00001eb103920,,,,,,,,,,,,
,,,Zm00001eb103930,,,,,,,,,,,,
,,,Zm00001eb103940,,,,,,,,,,,,
,,,Zm00001eb103950,,,,,,,,,,,,
,,,Zm00001eb103960,,,,,,,,,,,,
,,,Zm00001eb103980,,,,,,,,,,,,
,,,Zm00001eb103990,,,,,,,,,,,,
,,,Zm00001eb331260,,,,,,,,,,,,
,,,Zm00001eb331270,,,,,,,,,,,,
,,,Zm00001eb331280,,,,,,,,,,,,
,,,Zm00001eb331290,,,,,,,,,,,,
,,,Zm00001eb331300,,,,,,,,,,,,
,,,Zm00001eb331310,,,,,,,,,,,,
,,,Zm00001eb184420,,,,,,,,,,,,
,,,Zm00001eb349510,,,,,,,,,,,,
,,,Zm00001eb197990,,,,,,,,,,,,
,,,Zm00001eb198000,,,,,,,,,,,,
,,,Zm00001eb198010,,,,,,,,,,,,
,,,Zm00001eb283820,,,,,,,,,,,,
,,,Zm00001eb283830,,,,,,,,,,,,
,,,Zm00001eb283840,,,,,,,,,,,,
,,,Zm00001eb283850,,,,,,,,,,,,
,,,Zm00001eb283860,,,,,,,,,,,,
,,,Zm00001eb283870,,,,,,,,,,,,
,,,Zm00001eb035020,,,,,,,,,,,,
,,,Zm00001eb035030,,,,,,,,,,,,
,,,Zm00001eb112480,,,,,,,,,,,,
,,,Zm00001eb112490,,,,,,,,,,,,
,,,Zm00001eb080490,,,,,,,,,,,,
,,,Zm00001eb080500,,,,,,,,,,,,
,,,Zm00001eb080510,,,,,,,,,,,,
,,,Zm00001eb080520,,,,,,,,,,,,
,,,Zm00001eb080530,,,,,,,,,,,,
,,,Zm00001eb397600,,,,,,,,,,,,
,,,Zm00001eb397610,,,,,,,,,,,,
,,,Zm00001eb252380,,,,,,,,,,,,
,,,Zm00001eb252390,,,,,,,,,,,,
,,,Zm00001eb252400,,,,,,,,,,,,
,,,Zm00001eb024860,,,,,,,,,,,,
,,,Zm00001eb024870,,,,,,,,,,,,
,,,Zm00001eb125930,,,,,,,,,,,,
,,,Zm00001eb125940,,,,,,,,,,,,
,,,Zm00001eb125950,,,,,,,,,,,,
,,,Zm00001eb074080,,,,,,,,,,,,
,,,Zm00001eb074090,,,,,,,,,,,,
,,,Zm00001eb074100,,,,,,,,,,,,
,,,Zm00001eb327120,,,,,,,,,,,,
,,,Zm00001eb327130,,,,,,,,,,,,
,,,Zm00001eb327140,,,,,,,,,,,,
,,,Zm00001eb080740,,,,,,,,,,,,
,,,Zm00001eb080750,,,,,,,,,,,,
,,,Zm00001eb080760,,,,,,,,,,,,
,,,Zm00001eb080770,,,,,,,,,,,,
,,,Zm00001eb376640,,,,,,,,,,,,
,,,Zm00001eb376650,,,,,,,,,,,,
,,,Zm00001eb376660,,,,,,,,,,,,
,,,Zm00001eb376670,,,,,,,,,,,,
,,,Zm00001eb376680,,,,,,,,,,,,
,,,Zm00001eb376690,,,,,,,,,,,,
,,,Zm00001eb376700,,,,,,,,,,,,
,,,Zm00001eb133420,,,,,,,,,,,,
,,,Zm00001eb206110,,,,,,,,,,,,
,,,Zm00001eb408990,,,,,,,,,,,,
,,,Zm00001eb409000,,,,,,,,,,,,
,,,Zm00001eb129500,,,,,,,,,,,,
,,,Zm00001eb022880,,,,,,,,,,,,
,,,Zm00001eb022890,,,,,,,,,,,,
,,,Zm00001eb426080,,,,,,,,,,,,
,,,Zm00001eb426090,,,,,,,,,,,,
,,,Zm00001eb426100,,,,,,,,,,,,
,,,Zm00001eb426110,,,,,,,,,,,,
,,,Zm00001eb426120,,,,,,,,,,,,
,,,Zm00001eb426130,,,,,,,,,,,,
,,,Zm00001eb426140,,,,,,,,,,,,
,,,Zm00001eb426150,,,,,,,,,,,,
,,,Zm00001eb234260,,,,,,,,,,,,
,,,Zm00001eb392280,,,,,,,,,,,,
,,,Zm00001eb392290,,,,,,,,,,,,
,,,Zm00001eb392300,,,,,,,,,,,,
,,,Zm00001eb392310,,,,,,,,,,,,
,,,Zm00001eb100880,,,,,,,,,,,,
,,,Zm00001eb100890,,,,,,,,,,,,
,,,Zm00001eb100900,,,,,,,,,,,,
,,,Zm00001eb100910,,,,,,,,,,,,
,,,Zm00001eb100920,,,,,,,,,,,,
,,,Zm00001eb092700,,,,,,,,,,,,
,,,Zm00001eb092710,,,,,,,,,,,,
,,,Zm00001eb380440,,,,,,,,,,,,
,,,Zm00001eb192310,,,,,,,,,,,,
,,,Zm00001eb192320,,,,,,,,,,,,
,,,Zm00001eb192330,,,,,,,,,,,,
,,,Zm00001eb192340,,,,,,,,,,,,
,,,Zm00001eb192350,,,,,,,,,,,,
,,,Zm00001eb192360,,,,,,,,,,,,
,,,Zm00001eb425070,,,,,,,,,,,,
,,,Zm00001eb144670,,,,,,,,,,,,
,,,Zm00001eb144680,,,,,,,,,,,,
,,,Zm00001eb144690,,,,,,,,,,,,
,,,Zm00001eb144700,,,,,,,,,,,,
,,,Zm00001eb144710,,,,,,,,,,,,
,,,Zm00001eb223630,,,,,,,,,,,,
,,,Zm00001eb072220,,,,,,,,,,,,
,,,Zm00001eb072230,,,,,,,,,,,,
,,,Zm00001eb072240,,,,,,,,,,,,
,,,Zm00001eb072250,,,,,,,,,,,,
,,,Zm00001eb072260,,,,,,,,,,,,
,,,Zm00001eb072270,,,,,,,,,,,,
,,,Zm00001eb072290,,,,,,,,,,,,
,,,Zm00001eb072300,,,,,,,,,,,,
,,,Zm00001eb072310,,,,,,,,,,,,
,,,Zm00001eb397470,,,,,,,,,,,,
,,,Zm00001eb397480,,,,,,,,,,,,
,,,Zm00001eb397490,,,,,,,,,,,,
,,,Zm00001eb397500,,,,,,,,,,,,
,,,Zm00001eb397510,,,,,,,,,,,,
,,,Zm00001eb397520,,,,,,,,,,,,
,,,Zm00001eb397530,,,,,,,,,,,,
,,,Zm00001eb281700,,,,,,,,,,,,
,,,Zm00001eb281710,,,,,,,,,,,,
,,,Zm00001eb014520,,,,,,,,,,,,
,,,Zm00001eb014530,,,,,,,,,,,,
,,,Zm00001eb182140,,,,,,,,,,,,
,,,Zm00001eb182150,,,,,,,,,,,,
,,,Zm00001eb182160,,,,,,,,,,,,
,,,Zm00001eb182170,,,,,,,,,,,,
,,,Zm00001eb244820,,,,,,,,,,,,
,,,Zm00001eb244830,,,,,,,,,,,,
,,,Zm00001eb244840,,,,,,,,,,,,
,,,Zm00001eb123260,,,,,,,,,,,,
,,,Zm00001eb332390,,,,,,,,,,,,
,,,Zm00001eb332400,,,,,,,,,,,,
,,,Zm00001eb332410,,,,,,,,,,,,
,,,Zm00001eb270150,,,,,,,,,,,,
,,,Zm00001eb290000,,,,,,,,,,,,
,,,Zm00001eb290010,,,,,,,,,,,,
,,,Zm00001eb122440,,,,,,,,,,,,
,,,Zm00001eb122450,,,,,,,,,,,,
,,,Zm00001eb122460,,,,,,,,,,,,
,,,Zm00001eb167380,,,,,,,,,,,,
,,,Zm00001eb167390,,,,,,,,,,,,
,,,Zm00001eb167400,,,,,,,,,,,,
,,,Zm00001eb167410,,,,,,,,,,,,
,,,Zm00001eb167430,,,,,,,,,,,,
,,,Zm00001eb258820,,,,,,,,,,,,
,,,Zm00001eb258830,,,,,,,,,,,,
,,,Zm00001eb258840,,,,,,,,,,,,
,,,Zm00001eb104080,,,,,,,,,,,,
,,,Zm00001eb104090,,,,,,,,,,,,
,,,Zm00001eb104100,,,,,,,,,,,,
,,,Zm00001eb104110,,,,,,,,,,,,
,,,Zm00001eb104120,,,,,,,,,,,,
,,,Zm00001eb104130,,,,,,,,,,,,
,,,Zm00001eb228100,,,,,,,,,,,,
,,,Zm00001eb228120,,,,,,,,,,,,
,,,Zm00001eb228130,,,,,,,,,,,,
,,,Zm00001eb179460,,,,,,,,,,,,
,,,Zm00001eb179470,,,,,,,,,,,,
,,,Zm00001eb297460,,,,,,,,,,,,
,,,Zm00001eb297470,,,,,,,,,,,,
,,,Zm00001eb122880,,,,,,,,,,,,
,,,Zm00001eb122890,,,,,,,,,,,,
,,,Zm00001eb122900,,,,,,,,,,,,
,,,Zm00001eb302230,,,,,,,,,,,,
,,,Zm00001eb302240,,,,,,,,,,,,
,,,Zm00001eb302250,,,,,,,,,,,,
,,,Zm00001eb302260,,,,,,,,,,,,
,,,Zm00001eb302270,,,,,,,,,,,,
,,,Zm00001eb302280,,,,,,,,,,,,
,,,Zm00001eb302300,,,,,,,,,,,,
,,,Zm00001eb358840,,,,,,,,,,,,
,,,Zm00001eb358850,,,,,,,,,,,,
,,,Zm00001eb358860,,,,,,,,,,,,
,,,Zm00001eb030390,,,,,,,,,,,,
,,,Zm00001eb276970,,,,,,,,,,,,
,,,Zm00001eb276980,,,,,,,,,,,,
,,,Zm00001eb276990,,,,,,,,,,,,
,,,Zm00001eb277000,,,,,,,,,,,,
,,,Zm00001eb286500,,,,,,,,,,,,
,,,Zm00001eb286510,,,,,,,,,,,,
,,,Zm00001eb286530,,,,,,,,,,,,
,,,Zm00001eb286540,,,,,,,,,,,,
,,,Zm00001eb286550,,,,,,,,,,,,
,,,Zm00001eb102450,,,,,,,,,,,,
,,,Zm00001eb206300,,,,,,,,,,,,
,,,Zm00001eb206310,,,,,,,,,,,,
,,,Zm00001eb206320,,,,,,,,,,,,
,,,Zm00001eb206330,,,,,,,,,,,,
,,,Zm00001eb206340,,,,,,,,,,,,
,,,Zm00001eb206350,,,,,,,,,,,,
,,,Zm00001eb206360,,,,,,,,,,,,
,,,Zm00001eb243530,,,,,,,,,,,,
,,,Zm00001eb243540,,,,,,,,,,,,
,,,Zm00001eb243560,,,,,,,,,,,,
,,,Zm00001eb333040,,,,,,,,,,,,
,,,Zm00001eb333050,,,,,,,,,,,,
,,,Zm00001eb333080,,,,,,,,,,,,
,,,Zm00001eb333090,,,,,,,,,,,,
,,,Zm00001eb422480,,,,,,,,,,,,
,,,Zm00001eb385020,,,,,,,,,,,,
,,,Zm00001eb193820,,,,,,,,,,,,
,,,Zm00001eb193830,,,,,,,,,,,,
,,,Zm00001eb193840,,,,,,,,,,,,
,,,Zm00001eb193850,,,,,,,,,,,,
,,,Zm00001eb042270,,,,,,,,,,,,
,,,Zm00001eb154580,,,,,,,,,,,,
,,,Zm00001eb154590,,,,,,,,,,,,
,,,Zm00001eb154600,,,,,,,,,,,,
,,,Zm00001eb061060,,,,,,,,,,,,
,,,Zm00001eb061070,,,,,,,,,,,,
,,,Zm00001eb061080,,,,,,,,,,,,
,,,Zm00001eb410130,,,,,,,,,,,,
,,,Zm00001eb410140,,,,,,,,,,,,
,,,Zm00001eb410160,,,,,,,,,,,,
